SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Caption, "L-N Voltage Profile"
ChartCaption, "L-N Voltage Profile"
Xlabel, "Distance (km)"
Ylabel, "p.u. Voltage"
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 7
TxtAlign, 1
KeyClass, 1
Line, "Line.333", "ckt7", "318412", 0, 6,  0, 867, 7.1995579, 0, 0, 0.96816259, 0.0001, 0.96816259, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.215299", "318412.1.2.3", "253843.1.2.3", 192, 6,  0, 867, 7.1995579, 0.0001, 0.0001, 0.96816259, 0.09890038, 0.96793352, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.254077", "253842.1.2.3", "253843.1.2.3", 384, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96789245, 0.09890038, 0.96793352, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246180", "253842.1.2.3", "243936.1.2.3", 576, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96789245, 0.18793171, 0.9676861, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246178", "243936.1.2.3", "243937.1.2.3", 768, 6,  0, 867, 7.1995579, 0.18793171, 0.18793171, 0.9676861, 0.18793271, 0.96764504, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.239739", "243937.1.2.3", "202181.1.2.3", 960, 6,  0, 867, 7.1995579, 0.18793271, 0.18793271, 0.96764504, 0.27755305, 0.96708911, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246177", "202181.1.2.3", "157346.1.2.3", 1152, 6,  0, 3, 7.1995579, 0.27755305, 0.27755305, 0.96708911, 0.3185632, 0.96708547, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.150394", "157345.1.2.3", "157346.1.2.3", 1344, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96708453, 0.3185632, 0.96708547, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246179", "157345.1.2.3", "157347.1.2.3", 1536, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96708453, 0.36336337, 0.96707383, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.s_0862099-da3", "x_0862099.1.2.3", "s3x_0862099.1.2.3", 1728, 6,  1, 1, 0.12008886, 0.36336337, 0.36336337, 0.95731763, 0.39384337, 0.95342771, 16711680, 2, 2, 0, 0, 0, 16, 1
Line, "Line.s_0862099-da2", "x_0862099.1.2.3", "s2x_0862099.1.2.3", 1920, 6,  1, 1, 0.12008886, 0.36336337, 0.36336337, 0.95731763, 0.39384337, 0.95342771, 16711680, 2, 2, 0, 0, 0, 16, 1
Line, "Line.s_0862099-da1", "x_0862099.1.2.3", "s1x_0862099.1.2.3", 2112, 6,  1, 1, 0.12008886, 0.36336337, 0.36336337, 0.95731763, 0.39384337, 0.95342771, 16711680, 2, 2, 0, 0, 0, 16, 1
Line, "Line.202135", "202181.1.2.3", "165442.1.2.3", 2304, 6,  0, 864, 7.1995579, 0.27755305, 0.27755305, 0.96708911, 0.28334307, 0.96705376, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.s_1000663-dc1", "x_1000663.3", "s1x_1000663.3", 2496, 2,  3, 3, 0.24000451, 0.28334307, 0.28334307, 0.9613558, 0.31382307, 0.95709062, 16711680, 2, 2, 0, 0, 0, 16, 1
Line, "Line.s_1000663-db1", "x_1000663.2", "s1x_1000663.2", 2560, 2,  0, 0, 0.24000451, 0.28334307, 0.28334307, 0.9613558, 0.31382307, 0.95709062, 16711680, 2, 2, 0, 0, 0, 16, 1
