SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Caption, "L-N Voltage Profile"
ChartCaption, "L-N Voltage Profile"
Xlabel, "Distance (km)"
Ylabel, "p.u. Voltage"
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 7
TxtAlign, 1
KeyClass, 1
Line, "Line.333", "ckt7", "318412", 0, 6,  0, 867, 7.1995579, 0, 0, 0.9679774, 0.0001, 0.9679774, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.333", "ckt7", "318412", 192, 6,  0, 867, 7.1995579, 0, 0, 0.96793029, 0.0001, 0.96793029, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.333", "ckt7", "318412", 384, 6,  0, 867, 7.1995579, 0, 0, 0.96816259, 0.0001, 0.96816259, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.215299", "318412.1.2.3", "253843.1.2.3", 576, 6,  0, 867, 7.1995579, 0.0001, 0.0001, 0.9679774, 0.09890038, 0.96762014, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.215299", "318412.1.2.3", "253843.1.2.3", 768, 6,  0, 867, 7.1995579, 0.0001, 0.0001, 0.96793029, 0.09890038, 0.96781462, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.215299", "318412.1.2.3", "253843.1.2.3", 960, 6,  0, 867, 7.1995579, 0.0001, 0.0001, 0.96816259, 0.09890038, 0.96793352, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.254077", "253842.1.2.3", "253843.1.2.3", 1152, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96757816, 0.09890038, 0.96762014, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.254077", "253842.1.2.3", "253843.1.2.3", 1344, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96777896, 0.09890038, 0.96781462, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.254077", "253842.1.2.3", "253843.1.2.3", 1536, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96789245, 0.09890038, 0.96793352, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246180", "253842.1.2.3", "243936.1.2.3", 1728, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96757816, 0.18793171, 0.9672564, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246180", "253842.1.2.3", "243936.1.2.3", 1920, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96777896, 0.18793171, 0.96767488, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246180", "253842.1.2.3", "243936.1.2.3", 2112, 6,  0, 867, 7.1995579, 0.09890138, 0.09890138, 0.96789245, 0.18793171, 0.9676861, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246178", "243936.1.2.3", "243937.1.2.3", 2304, 6,  0, 867, 7.1995579, 0.18793171, 0.18793171, 0.9672564, 0.18793271, 0.96721443, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246178", "243936.1.2.3", "243937.1.2.3", 2496, 6,  0, 867, 7.1995579, 0.18793171, 0.18793171, 0.96767488, 0.18793271, 0.96763923, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246178", "243936.1.2.3", "243937.1.2.3", 2688, 6,  0, 867, 7.1995579, 0.18793171, 0.18793171, 0.9676861, 0.18793271, 0.96764504, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.239739", "243937.1.2.3", "202181.1.2.3", 2880, 6,  0, 867, 7.1995579, 0.18793271, 0.18793271, 0.96721443, 0.27755305, 0.96676956, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.239739", "243937.1.2.3", "202181.1.2.3", 3072, 6,  0, 867, 7.1995579, 0.18793271, 0.18793271, 0.96763923, 0.27755305, 0.96737676, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.239739", "243937.1.2.3", "202181.1.2.3", 3264, 6,  0, 867, 7.1995579, 0.18793271, 0.18793271, 0.96764504, 0.27755305, 0.96708911, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246177", "202181.1.2.3", "157346.1.2.3", 3456, 6,  0, 3, 7.1995579, 0.27755305, 0.27755305, 0.96676956, 0.3185632, 0.96676592, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246177", "202181.1.2.3", "157346.1.2.3", 3648, 6,  0, 3, 7.1995579, 0.27755305, 0.27755305, 0.96737676, 0.3185632, 0.96737312, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246177", "202181.1.2.3", "157346.1.2.3", 3840, 6,  0, 3, 7.1995579, 0.27755305, 0.27755305, 0.96708911, 0.3185632, 0.96708547, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.150394", "157345.1.2.3", "157346.1.2.3", 4032, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96676498, 0.3185632, 0.96676592, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.150394", "157345.1.2.3", "157346.1.2.3", 4224, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96737218, 0.3185632, 0.96737312, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.150394", "157345.1.2.3", "157346.1.2.3", 4416, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96708453, 0.3185632, 0.96708547, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246179", "157345.1.2.3", "157347.1.2.3", 4608, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96676498, 0.36336337, 0.96675429, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246179", "157345.1.2.3", "157347.1.2.3", 4800, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96737218, 0.36336337, 0.96736148, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.246179", "157345.1.2.3", "157347.1.2.3", 4992, 6,  0, 3, 7.1995579, 0.32628323, 0.32628323, 0.96708453, 0.36336337, 0.96707383, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.202135", "202181.1.2.3", "165442.1.2.3", 5184, 6,  0, 864, 7.1995579, 0.27755305, 0.27755305, 0.96676956, 0.28334307, 0.9667414, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.202135", "202181.1.2.3", "165442.1.2.3", 5376, 6,  0, 864, 7.1995579, 0.27755305, 0.27755305, 0.96737676, 0.28334307, 0.96736036, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.202135", "202181.1.2.3", "165442.1.2.3", 5568, 6,  0, 864, 7.1995579, 0.27755305, 0.27755305, 0.96708911, 0.28334307, 0.96705376, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.157109", "165442.1.2.3", "298160.1.2.3", 5760, 6,  0, 861, 7.1995579, 0.28334307, 0.28334307, 0.9667414, 0.51093397, 0.96564955, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.157109", "165442.1.2.3", "298160.1.2.3", 5952, 6,  0, 861, 7.1995579, 0.28334307, 0.28334307, 0.96736036, 0.51093397, 0.96672994, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.157109", "165442.1.2.3", "298160.1.2.3", 6144, 6,  0, 861, 7.1995579, 0.28334307, 0.28334307, 0.96705376, 0.51093397, 0.96567915, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298361", "298159.1.2.3", "298160.1.2.3", 6336, 6,  0, 861, 7.1995579, 0.51093497, 0.51093497, 0.96560847, 0.51093397, 0.96564955, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298361", "298159.1.2.3", "298160.1.2.3", 6528, 6,  0, 861, 7.1995579, 0.51093497, 0.51093497, 0.96669513, 0.51093397, 0.96672994, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298361", "298159.1.2.3", "298160.1.2.3", 6720, 6,  0, 861, 7.1995579, 0.51093497, 0.51093497, 0.96563897, 0.51093397, 0.96567915, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298366", "298159.1.2.3", "298162.1.2.3", 6912, 6,  0, 861, 7.1995579, 0.51093497, 0.51093497, 0.96560847, 0.66989557, 0.96503831, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298366", "298159.1.2.3", "298162.1.2.3", 7104, 6,  0, 861, 7.1995579, 0.51093497, 0.51093497, 0.96669513, 0.66989557, 0.96630973, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298366", "298159.1.2.3", "298162.1.2.3", 7296, 6,  0, 861, 7.1995579, 0.51093497, 0.51093497, 0.96563897, 0.66989557, 0.96514426, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298362", "298161.1.2.3", "298162.1.2.3", 7488, 6,  0, 861, 7.1995579, 0.66989657, 0.66989657, 0.96499726, 0.66989557, 0.96503831, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298362", "298161.1.2.3", "298162.1.2.3", 7680, 6,  0, 861, 7.1995579, 0.66989657, 0.66989657, 0.96627495, 0.66989557, 0.96630973, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298362", "298161.1.2.3", "298162.1.2.3", 7872, 6,  0, 861, 7.1995579, 0.66989657, 0.66989657, 0.9651041, 0.66989557, 0.96514426, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298367", "298161.1.2.3", "165448.1.2.3", 8064, 6,  0, 861, 7.1995579, 0.66989657, 0.66989657, 0.96499726, 0.70297669, 0.96483995, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298367", "298161.1.2.3", "165448.1.2.3", 8256, 6,  0, 861, 7.1995579, 0.66989657, 0.66989657, 0.96627495, 0.70297669, 0.96618418, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.298367", "298161.1.2.3", "165448.1.2.3", 8448, 6,  0, 861, 7.1995579, 0.66989657, 0.66989657, 0.9651041, 0.70297669, 0.96490536, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.157115", "165448.1.2.3", "275354.1.2.3", 8640, 6,  0, 860, 7.1995579, 0.70297669, 0.70297669, 0.96483995, 1.0283979, 0.96331343, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.157115", "165448.1.2.3", "275354.1.2.3", 8832, 6,  0, 860, 7.1995579, 0.70297669, 0.70297669, 0.96618418, 1.0283979, 0.96533818, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.157115", "165448.1.2.3", "275354.1.2.3", 9024, 6,  0, 860, 7.1995579, 0.70297669, 0.70297669, 0.96490536, 1.0283979, 0.96293487, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.274465", "275354.1.2.3", "165449.1.2.3", 9216, 6,  0, 859, 7.1995579, 1.0283979, 1.0283979, 0.96331343, 1.053478, 0.96319719, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.274465", "275354.1.2.3", "165449.1.2.3", 9408, 6,  0, 859, 7.1995579, 1.0283979, 1.0283979, 0.96533818, 1.053478, 0.96527561, 255, 2, 0, 0, 0, 0, 16, 1
